,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.63291,0.75617,-2.0,-1.7821,0.55532,-1.2263,-1.3458,0.60946,0.57989,-1.3324,-1.8392,-1.8,-2.0878,-1.4778,-1.9702,0.56891,-1.3932,0.72344,-1.8064,-1.6505,-1.3745,-1.5133,-2.0425,0.62253,0.58622,0.76128,-1.7741,-1.5776,0.77444,-1.3164,0.62832,0.67315,-2.0157,-1.2376,0.82353,0.62332,0.55788,0.63643,0.55753,0.59202,-1.8701,-1.4527,-1.3628,-1.7073,-1.6938,0.57362,-1.6485,-1.9025,-1.3703,0.74465,-1.9842,-1.5853,0.76787,0.58867,-2.0604,0.67157,0.72158,0.85153,0.64402,0.62584,-1.3497,0.72554,-1.6619,-1.6856,-1.36,0.68979,0.68388,0.60777,-1.9047,-2.0134,0.61009,-1.4739,0.74442,0.5766,-2.084,-1.4635,0.6494,0.6272,-1.7046,-1.3656,0.61462,-1.5623,0.60236,-1.5242,-1.3994,-1.3376,-1.3765,0.62481,0.73818,0.55432,-1.7173,-1.632,-1.6261,0.69143,-1.9429,0.59762,0.71881,-1.2318,0.6388,0.73392
11,0.58465,0.70042,-2.0131,-1.765,0.504,-1.2746,-1.3881,0.55505,0.60748,-1.3685,-1.7464,-1.7526,-2.133,-1.5326,-1.9407,0.56844,-1.4319,0.67254,-1.8138,-1.7008,-1.4211,-1.5133,-2.0637,0.70934,0.61556,0.82269,-1.7629,-1.5308,0.74204,-1.3622,0.60552,0.58735,-2.0087,-1.2465,0.74882,0.65039,0.59292,0.65798,0.61902,0.59014,-1.8461,-1.4168,-1.3638,-1.6353,-1.727,0.58911,-1.6185,-1.8878,-1.3835,0.74824,-1.9648,-1.5191,0.78518,0.56666,-2.05,0.68574,0.72481,0.80564,0.70499,0.59983,-1.345,0.73225,-1.6533,-1.7868,-1.4033,0.73268,0.66706,0.50648,-1.8924,-2.0657,0.68385,-1.5482,0.68975,0.61749,-2.0682,-1.4629,0.58423,0.70632,-1.7756,-1.3423,0.55158,-1.5265,0.67287,-1.4916,-1.4066,-1.3641,-1.3668,0.63654,0.73642,0.57796,-1.7044,-1.5912,-1.6404,0.67074,-1.9807,0.63602,0.72987,-1.2497,0.66199,0.72121
12,0.62319,0.68231,-2.0494,-1.7377,0.48722,-1.2483,-1.2963,0.56271,0.60339,-1.366,-1.8099,-1.826,-2.0283,-1.5421,-1.9554,0.50371,-1.4193,0.7306,-1.8334,-1.6622,-1.3913,-1.5133,-2.0798,0.76042,0.61129,0.72466,-1.789,-1.5241,0.8173,-1.4129,0.68789,0.59353,-2.0128,-1.2719,0.76331,0.64871,0.66206,0.66583,0.6227,0.58357,-1.7959,-1.3892,-1.3471,-1.7158,-1.7134,0.4814,-1.6059,-1.8731,-1.403,0.76679,-1.9268,-1.4959,0.79639,0.58881,-2.0446,0.70136,0.78684,0.82022,0.68799,0.61218,-1.3479,0.66082,-1.6617,-1.6375,-1.3971,0.75719,0.7373,0.63138,-1.9432,-2.0629,0.69637,-1.5033,0.70914,0.58926,-2.1015,-1.5083,0.54765,0.67523,-1.7722,-1.3353,0.58075,-1.5263,0.64286,-1.5082,-1.4291,-1.376,-1.3758,0.61787,0.74318,0.62631,-1.6996,-1.5636,-1.6616,0.67954,-2.0186,0.65279,0.71423,-1.2374,0.7342,0.75357
13,0.60595,0.70894,-2.0568,-1.6886,0.52919,-1.2257,-1.3704,0.5538,0.64453,-1.3343,-1.7617,-1.8136,-2.0692,-1.5516,-1.9905,0.50312,-1.4079,0.71628,-1.8554,-1.7245,-1.3495,-1.5241,-2.0803,0.65984,0.68494,0.82654,-1.7735,-1.564,0.77599,-1.3629,0.59924,0.61546,-2.0083,-1.2974,0.7778,0.63804,0.5974,0.73194,0.54941,0.59916,-1.9158,-1.3867,-1.4002,-1.6547,-1.684,0.55829,-1.6326,-1.8188,-1.3385,0.74088,-1.9726,-1.5439,0.80759,0.56733,-1.9764,0.67148,0.77048,0.82039,0.70849,0.63127,-1.3234,0.63728,-1.6733,-1.6553,-1.322,0.72848,0.70728,0.59113,-1.9108,-2.0018,0.67278,-1.4919,0.70139,0.61229,-2.0715,-1.471,0.64548,0.60445,-1.8328,-1.2885,0.62722,-1.5073,0.61285,-1.4928,-1.4113,-1.3891,-1.4287,0.58764,0.71408,0.59735,-1.7036,-1.5884,-1.6733,0.64752,-2.0718,0.5959,0.75668,-1.2692,0.70406,0.81007
14,0.59037,0.70662,-2.0455,-1.7484,0.57732,-1.2577,-1.3333,0.60596,0.62052,-1.3528,-1.8246,-1.7897,-2.0574,-1.54,-1.974,0.59372,-1.3905,0.68039,-1.8511,-1.7081,-1.3895,-1.4978,-1.9951,0.67921,0.62243,0.80541,-1.7256,-1.5408,0.80314,-1.3681,0.60635,0.58176,-2.0438,-1.2669,0.74097,0.61118,0.64229,0.75124,0.63486,0.59065,-1.8466,-1.3874,-1.37,-1.6711,-1.7194,0.59208,-1.5988,-1.8407,-1.3526,0.76498,-1.9423,-1.5478,0.77239,0.55097,-1.9836,0.62522,0.73365,0.84082,0.70428,0.65412,-1.3102,0.61073,-1.6763,-1.7112,-1.3902,0.65732,0.7062,0.58637,-1.9415,-1.9612,0.6431,-1.4959,0.77079,0.61239,-2.128,-1.4616,0.56527,0.63886,-1.7882,-1.3441,0.59483,-1.5188,0.64393,-1.5003,-1.3616,-1.3806,-1.4315,0.67205,0.75806,0.554,-1.6727,-1.5936,-1.6484,0.65884,-2.0327,0.66719,0.77767,-1.2673,0.67647,0.69666
15,0.62702,0.77882,-2.0604,-1.7252,0.58307,-1.2812,-1.3473,0.56617,0.68406,-1.3411,-1.8409,-1.79,-2.0572,-1.5277,-2.0169,0.55873,-1.4151,0.76016,-1.743,-1.7019,-1.3877,-1.5008,-2.0461,0.67502,0.64147,0.71013,-1.7589,-1.5618,0.77437,-1.3652,0.61121,0.62189,-2.0737,-1.2369,0.81049,0.61188,0.58048,0.68831,0.57579,0.61885,-1.8632,-1.3904,-1.3805,-1.6863,-1.7115,0.62796,-1.5934,-1.8808,-1.3053,0.65753,-1.9782,-1.5517,0.83775,0.57093,-2.0225,0.75817,0.76066,0.76157,0.7404,0.57251,-1.3554,0.74404,-1.6375,-1.6851,-1.3608,0.71311,0.70709,0.58161,-1.9054,-2.0609,0.74543,-1.5189,0.81191,0.55105,-2.1069,-1.4739,0.614,0.55955,-1.753,-1.3092,0.59356,-1.5004,0.62849,-1.5372,-1.3836,-1.378,-1.4081,0.60102,0.64131,0.60099,-1.6993,-1.5958,-1.6235,0.67651,-2.0615,0.62529,0.70894,-1.2217,0.6709,0.79571
16,0.61349,0.74962,-2.0797,-1.7768,0.56387,-1.2055,-1.3712,0.62227,0.62305,-1.3168,-1.8146,-1.8057,-2.0875,-1.5588,-1.9883,0.57884,-1.4037,0.76814,-1.8168,-1.6957,-1.3833,-1.4988,-2.0582,0.70781,0.62199,0.78103,-1.793,-1.5327,0.80713,-1.3758,0.6593,0.5967,-2.0453,-1.2764,0.75551,0.61794,0.63624,0.71154,0.60981,0.62228,-1.8474,-1.4138,-1.3911,-1.6919,-1.6379,0.58936,-1.5602,-1.8589,-1.3329,0.70765,-1.9795,-1.5457,0.80289,0.57798,-1.9815,0.68863,0.73785,0.83684,0.72885,0.63314,-1.3835,0.67148,-1.6259,-1.6963,-1.3674,0.69223,0.69618,0.54777,-1.8657,-2.0463,0.69091,-1.4924,0.80392,0.63647,-2.1359,-1.451,0.65867,0.61168,-1.7945,-1.3119,0.6112,-1.5547,0.6276,-1.5354,-1.4058,-1.357,-1.3767,0.59619,0.6942,0.62902,-1.685,-1.5979,-1.708,0.588,-2.0255,0.59222,0.72459,-1.2352,0.65571,0.77501
17,0.62305,0.72677,-2.0623,-1.7802,0.51737,-1.2769,-1.3448,0.59801,0.66308,-1.3359,-1.8245,-1.7963,-2.0945,-1.5358,-2.0017,0.56167,-1.4499,0.71863,-1.8628,-1.6243,-1.379,-1.4743,-2.0687,0.66083,0.56413,0.79177,-1.7382,-1.4662,0.78618,-1.4515,0.62844,0.54637,-2.029,-1.2525,0.87577,0.67851,0.62434,0.66694,0.5481,0.59071,-1.8158,-1.425,-1.3649,-1.6308,-1.708,0.59468,-1.5794,-1.8463,-1.3841,0.745,-1.9519,-1.5904,0.78804,0.56078,-2.0198,0.65483,0.73002,0.77668,0.74815,0.56739,-1.3111,0.73545,-1.6256,-1.6465,-1.3437,0.74417,0.72326,0.63057,-1.8683,-2.0311,0.73804,-1.5351,0.68504,0.56495,-2.067,-1.4918,0.60057,0.60101,-1.7749,-1.337,0.58588,-1.5224,0.61299,-1.5026,-1.441,-1.3754,-1.4303,0.58192,0.66459,0.57697,-1.7433,-1.6,-1.6188,0.66527,-1.9804,0.61863,0.69873,-1.2645,0.64722,0.7891
18,0.54602,0.79272,-2.0276,-1.7453,0.55365,-1.2829,-1.3649,0.63691,0.58537,-1.3467,-1.8425,-1.7869,-2.0713,-1.5129,-2.0065,0.5801,-1.3825,0.71668,-1.8283,-1.6838,-1.3571,-1.514,-2.0779,0.78229,0.60437,0.76147,-1.7618,-1.5243,0.77483,-1.397,0.69238,0.6942,-2.0542,-1.1999,0.75229,0.63731,0.63522,0.65716,0.58138,0.59726,-1.859,-1.381,-1.3388,-1.6784,-1.6985,0.55684,-1.6323,-1.8862,-1.3241,0.77095,-2.0047,-1.5245,0.791,0.57256,-2.058,0.65887,0.83059,0.794,0.72768,0.63142,-1.339,0.69248,-1.6934,-1.6933,-1.3949,0.68985,0.70334,0.60029,-1.8951,-2.0862,0.69489,-1.4967,0.70489,0.59888,-2.1067,-1.4955,0.60283,0.58286,-1.7673,-1.2946,0.59666,-1.5136,0.62976,-1.499,-1.4004,-1.3839,-1.3952,0.55711,0.72053,0.66022,-1.707,-1.5905,-1.6643,0.65486,-2.0041,0.63375,0.73327,-1.2639,0.62853,0.71276
19,0.64114,0.72516,-2.0247,-1.733,0.63541,-1.2144,-1.3784,0.65189,0.59461,-1.3701,-1.8676,-1.7647,-2.0781,-1.5191,-1.9216,0.5416,-1.3719,0.72565,-1.8153,-1.6973,-1.3556,-1.4793,-2.0243,0.72083,0.66119,0.7912,-1.7183,-1.5706,0.73089,-1.3946,0.6269,0.62477,-2.0656,-1.2286,0.81317,0.64948,0.56025,0.75204,0.55473,0.63146,-1.8877,-1.3825,-1.3021,-1.6669,-1.6891,0.62925,-1.6319,-1.8466,-1.3341,0.72187,-1.9512,-1.5347,0.78693,0.59788,-2.0393,0.74482,0.79242,0.77546,0.69358,0.58824,-1.33,0.6809,-1.6596,-1.7051,-1.4161,0.61708,0.66621,0.59056,-1.8712,-1.9853,0.7673,-1.495,0.72418,0.57182,-2.0796,-1.4254,0.59227,0.59437,-1.8029,-1.3474,0.59907,-1.5797,0.54513,-1.4669,-1.3991,-1.4183,-1.3623,0.66198,0.67636,0.60829,-1.6838,-1.612,-1.6513,0.66127,-2.0034,0.63352,0.69836,-1.2334,0.67228,0.80569
20,0.54939,0.73404,-2.0089,-1.765,0.52845,-1.2923,-1.3721,0.56929,0.67815,-1.3591,-1.8362,-1.7825,-2.1208,-1.5209,-1.9244,0.56291,-1.4391,0.72808,-1.8463,-1.6267,-1.3723,-1.4815,-2.115,0.70263,0.62479,0.76417,-1.7597,-1.505,0.73766,-1.3928,0.65833,0.58857,-2.0724,-1.2573,0.79915,0.67333,0.58723,0.68803,0.48086,0.68994,-1.8307,-1.3179,-1.3218,-1.6374,-1.71,0.57162,-1.642,-1.8925,-1.3709,0.75764,-1.9604,-1.5025,0.76881,0.52439,-2.0207,0.6454,0.75491,0.84748,0.73865,0.64436,-1.3171,0.62752,-1.6525,-1.6917,-1.3705,0.72624,0.69657,0.61978,-1.8589,-1.9923,0.71246,-1.5015,0.75677,0.60625,-2.142,-1.4954,0.58118,0.63466,-1.7936,-1.2921,0.56034,-1.5035,0.64313,-1.5105,-1.3947,-1.352,-1.3382,0.59715,0.73538,0.63854,-1.6877,-1.6278,-1.6478,0.66768,-1.9742,0.61728,0.72162,-1.203,0.71821,0.7772
21,0.6107,0.69498,-2.0001,-1.7584,0.56115,-1.27,-1.3484,0.59739,0.60532,-1.3433,-1.8563,-1.7667,-2.0636,-1.5502,-1.954,0.62738,-1.4177,0.73906,-1.8347,-1.6826,-1.3519,-1.5497,-2.0555,0.72689,0.66154,0.79913,-1.7279,-1.5447,0.82051,-1.3868,0.59749,0.52142,-2.0093,-1.2706,0.76979,0.63484,0.62866,0.70638,0.58809,0.6216,-1.8528,-1.3744,-1.3588,-1.6863,-1.6799,0.59821,-1.6157,-1.8666,-1.3645,0.75756,-1.9058,-1.5057,0.80529,0.5316,-2.0197,0.75856,0.78613,0.81533,0.7305,0.58394,-1.3244,0.70159,-1.6025,-1.7268,-1.4441,0.74304,0.77086,0.57936,-1.8652,-2.0587,0.70375,-1.5414,0.75172,0.53444,-2.0887,-1.5301,0.56791,0.65399,-1.7819,-1.3228,0.64854,-1.5201,0.62692,-1.5192,-1.4405,-1.4118,-1.3962,0.68699,0.68049,0.57962,-1.6795,-1.586,-1.6444,0.63862,-2.0207,0.60104,0.70352,-1.2367,0.69228,0.75728
22,0.57797,0.7211,-2.0573,-1.7554,0.50573,-1.2385,-1.3532,0.62144,0.61061,-1.3658,-1.7832,-1.7567,-2.1032,-1.5446,-1.9798,0.53824,-1.4233,0.73995,-1.842,-1.7099,-1.3825,-1.5446,-2.0612,0.74456,0.62856,0.72693,-1.7784,-1.5294,0.76207,-1.4072,0.59591,0.60246,-2.0647,-1.2839,0.75814,0.616,0.62872,0.72848,0.59729,0.63355,-1.8189,-1.408,-1.3462,-1.6639,-1.6764,0.60331,-1.6717,-1.8508,-1.3624,0.72223,-1.9158,-1.509,0.76412,0.54988,-2.0216,0.68616,0.78,0.82513,0.74799,0.64622,-1.3458,0.64365,-1.6642,-1.7134,-1.3793,0.78592,0.71464,0.61697,-1.9305,-2.05,0.7347,-1.5032,0.66548,0.62915,-2.085,-1.4604,0.59601,0.61534,-1.8068,-1.3022,0.60799,-1.5096,0.54559,-1.4657,-1.4523,-1.3877,-1.3839,0.64335,0.74986,0.58879,-1.6837,-1.5736,-1.7075,0.62654,-2.0486,0.61073,0.72963,-1.2306,0.66634,0.69852
23,0.63567,0.70128,-2.0904,-1.8048,0.64667,-1.2754,-1.3262,0.55423,0.54118,-1.3441,-1.8266,-1.7827,-2.081,-1.5348,-1.972,0.51329,-1.4418,0.72129,-1.8553,-1.6635,-1.3869,-1.5395,-2.0596,0.73842,0.6123,0.7697,-1.7668,-1.545,0.80269,-1.387,0.613,0.61094,-2.0611,-1.2231,0.80027,0.56364,0.66902,0.7038,0.58951,0.61292,-1.905,-1.3914,-1.3503,-1.6762,-1.677,0.61058,-1.6382,-1.8674,-1.3391,0.688,-1.9284,-1.565,0.84533,0.58927,-2.0077,0.70717,0.83446,0.76072,0.78674,0.60546,-1.3567,0.72089,-1.6502,-1.6849,-1.4007,0.80279,0.70559,0.58043,-1.9287,-2.0356,0.7176,-1.5133,0.71254,0.56963,-2.0716,-1.4953,0.65867,0.58043,-1.7651,-1.3509,0.58483,-1.5057,0.62915,-1.5301,-1.3631,-1.3928,-1.4072,0.66819,0.68213,0.65348,-1.7212,-1.6434,-1.6464,0.70815,-2.0363,0.63133,0.70811,-1.2648,0.62492,0.82294
