,app_name,exercise_segment,facility,fromhost_ip,hostname,message,procid,programname,severity,timegenerated,timereported,timestamp
87675,nm-dispatcher,blue-team-3,3,10.7.103.45,desktop4, req:1 'dhcp4-change' [ens8]: start running ordered scripts...,,nm-dispatcher,6,2019-03-19T11:24:10.794900+01:00,2019-03-19T11:24:10+01:00,1552991050794
127796,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:35:06 | 200 #033[0m|     481.897µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:35:06.181463+01:00,2019-03-19T11:35:06+01:00,1552991706181
71456,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:19:46 | 200 #033[0m|    7.073896ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:19:46.802216+01:00,2019-03-19T11:19:46+01:00,1552990786802
7937,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:02:13 | 200 #033[0m|    5.169641ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:02:13.650005+01:00,2019-03-19T11:02:13+01:00,1552989733650
140683,sudo,blue-team-2,10,10.7.102.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 3268 10.0.2.22,,sudo,5,2019-03-19T11:38:46.782785+01:00,2019-03-19T11:38:46+01:00,1552991926782
71745,nm-dispatcher,blue-team-4,3,10.7.104.12,mail, req:1 'dhcp4-change' [eth0]: start running ordered scripts...,,nm-dispatcher,6,2019-03-19T11:19:52.043098+01:00,2019-03-19T10:20:02+01:00,1552990792043
99838,postfix,blue-team-1,2,10.7.101.12,mail," warning: TLS library problem: 16244:error:02001002:system library:fopen:No such file or directory:bss_file.c:402:fopen('/etc/ssl/certs/ssl-mail.pem','r'):",16244.0,postfix,4,2019-03-19T11:27:28.694378+01:00,2019-03-19T10:28:18+01:00,1552991248694
9973,sudo,blue-team-2,10,10.7.102.45,desktop4,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:02:46.608078+01:00,2019-03-19T11:02:46+01:00,1552989766608
172267,NetworkManager,blue-team-2,0,10.7.102.27,ocs, <info>  [1552992408.7171]   plen 24 (255.255.255.0),718.0,NetworkManager,6,2019-03-19T11:46:48.716972+01:00,2019-03-19T11:46:48+01:00,1552992408716
58092,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:16:10+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:16:10 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:16:10.547647+01:00,2019-03-19T11:16:10+01:00,1552990570547
19420,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:05:30+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:05:30 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:05:30.292192+01:00,2019-03-19T11:05:30+01:00,1552989930292
94687,ntpd,blue-team-6,3,10.7.106.29,monitoring," Deleting interface #1256 ens10, fe80::14f1:a158:2303:ccbe%4#123, interface stats: received=0, sent=0, dropped=0, active_time=179 secs",1133.0,ntpd,6,2019-03-19T11:26:10.844902+01:00,2019-03-19T11:26:10+01:00,1552991170844
115353,dovecot,global,2,10.7.100.4,mail, imap(office@police.ex): Logged out in=130 out=977,,dovecot,6,2019-03-19T11:31:43.534849+01:00,2019-03-19T11:31:43+01:00,1552991503534
1526,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:00:25 | 200 #033[0m|     896.997µs |       10.6.2.27 |  GET #033[0m    /api/v1/incidents,25534.0,gendpoint,6,2019-03-19T11:00:25.658805+01:00,2019-03-19T11:00:25+01:00,1552989625658
157571,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:43:13 | 200 #033[0m|    1.110996ms |       10.4.2.27 |  GET #033[0m    /api/v1/incidents,25466.0,gendpoint,6,2019-03-19T11:43:13.284929+01:00,2019-03-19T11:43:13+01:00,1552992193284
168648,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:45:50 | 200 #033[0m|    3.626187ms |       10.6.2.27 |  GET #033[0m    /api/v1/connection-check,25534.0,gendpoint,6,2019-03-19T11:45:50.665111+01:00,2019-03-19T11:45:50+01:00,1552992350665
40683,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:11:23+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:11:23 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.1.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:11:23.511716+01:00,2019-03-19T11:11:23+01:00,1552990283511
36312,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:10:07+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:10:07 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.5.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:10:07.021979+01:00,2019-03-19T11:10:07+01:00,1552990207021
199598,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:53:22+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:53:22 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:53:22.278094+01:00,2019-03-19T11:53:22+01:00,1552992802278
180325,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:48:36 | 200 #033[0m|    6.279525ms |       10.3.2.27 |  GET #033[0m    /api/v1/units/status,25433.0,gendpoint,6,2019-03-19T11:48:36.817882+01:00,2019-03-19T11:48:36+01:00,1552992516817
139907,apache-global-web,global,16,10.7.100.2,global-web," 10.3.3.32 - - [19/Mar/2019:11:38:38 +0100] govcert.ex ""GET / HTTP/1.1"" 200 100884 ""-"" ""-"" 69 443",,apache-global-web,6,2019-03-19T11:38:38.299778+01:00,2019-03-19T11:38:38+01:00,1552991918299
41259,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:11:33 | 200 #033[0m|    3.684024ms |       10.0.3.32 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:11:33.836205+01:00,2019-03-19T11:11:33+01:00,1552990293836
82806,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:22:54 | 200 #033[0m|    4.139143ms |       10.2.2.27 |  GET #033[0m    /api/v1/connection-check,25400.0,gendpoint,6,2019-03-19T11:22:54.744512+01:00,2019-03-19T11:22:54+01:00,1552990974744
78166,sudo,blue-team-4,10,10.7.104.44,desktop3,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:21:30.861907+01:00,2019-03-19T11:21:30+01:00,1552990890861
170506,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:46:20+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:46:20 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:46:20.477567+01:00,2019-03-19T11:46:20+01:00,1552992380477
121374,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:33:22 | 200 #033[0m|     994.165µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:33:22.227576+01:00,2019-03-19T11:33:22+01:00,1552991602227
196116,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:52:26 | 200 #033[0m|    3.308541ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:52:26.351983+01:00,2019-03-19T11:52:26+01:00,1552992746351
5973,NetworkManager,global,1,10.7.100.116,kali, <info>  [1552989697.3515] dhcp4 (eth3): state changed bound -> bound,480.0,NetworkManager,6,2019-03-19T11:01:37.356098+01:00,2019-03-19T11:01:37+01:00,1552989697356
73100,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:20:20 | 200 #033[0m|    6.560279ms |       10.1.2.27 |  GET #033[0m    /api/v1/units/status,25367.0,gendpoint,6,2019-03-19T11:20:20.599932+01:00,2019-03-19T11:20:20+01:00,1552990820599
136707,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:37:36 | 200 #033[0m|    7.864594ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:37:36.078813+01:00,2019-03-19T11:37:36+01:00,1552991856078
86410,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:23:51 | 200 #033[0m|    8.190724ms |       10.2.2.27 |  GET #033[0m    /api/v1/units/status,25400.0,gendpoint,6,2019-03-19T11:23:51.458877+01:00,2019-03-19T11:23:51+01:00,1552991031458
23945,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:06:36 | 200 #033[0m|    1.230318ms |       10.6.2.27 |  GET #033[0m    /api/v1/incidents,25534.0,gendpoint,6,2019-03-19T11:06:36.521188+01:00,2019-03-19T11:06:36+01:00,1552989996521
70364,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:19:24+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:19:24 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:19:24.068405+01:00,2019-03-19T11:19:24+01:00,1552990764068
178564,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:48:15 | 200 #033[0m|    4.313355ms |       10.1.2.27 |  GET #033[0m    /api/v1/connection-check,25367.0,gendpoint,6,2019-03-19T11:48:15.949415+01:00,2019-03-19T11:48:15+01:00,1552992495949
68014,named,global,3,10.7.100.3,ns, client 9.66.22.13#57120 (.): query: . IN NS +ED (4.122.55.3),4630.0,named,6,2019-03-19T11:18:45.565249+01:00,2019-03-19T11:18:45+01:00,1552990725565
29553,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:08:21 | 200 #033[0m|    6.212768ms |       10.3.2.27 |  GET #033[0m    /api/v1/units/status,25433.0,gendpoint,6,2019-03-19T11:08:21.067972+01:00,2019-03-19T11:08:21+01:00,1552990101067
142599,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:39:11+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:39:11 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:39:11.516291+01:00,2019-03-19T11:39:11+01:00,1552991951516
1780,CROND,blue-team-2,9,10.7.102.28,ups, (root) CMD (run-parts /etc/cron.hourly),28788.0,CROND,6,2019-03-19T11:00:28.761007+01:00,2019-03-19T10:01:01+01:00,1552989628761
175637,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:47:40 | 200 #033[0m|    3.859958ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:47:40.245925+01:00,2019-03-19T11:47:40+01:00,1552992460245
169985,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:46:11+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:46:11 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (9ms)"" clientIP=10.1.2.27 dataLength=1452 hostname=global-app latency=9 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:46:11.549378+01:00,2019-03-19T11:46:11+01:00,1552992371549
69688,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:19:15 | 200 #033[0m|    6.447676ms |       10.3.2.27 |  GET #033[0m    /api/v1/units/status,25433.0,gendpoint,6,2019-03-19T11:19:15.349886+01:00,2019-03-19T11:19:15+01:00,1552990755349
91177,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:25:09 | 200 #033[0m|    1.445318ms |       10.0.3.32 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:25:09.976710+01:00,2019-03-19T11:25:09+01:00,1552991109976
39001,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:10:52 | 200 #033[0m|    1.086314ms |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:10:52.683058+01:00,2019-03-19T11:10:52+01:00,1552990252683
132952,named,global,3,10.7.100.3,ns, client 4.122.55.6#41751 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:36:30.436483+01:00,2019-03-19T11:36:30+01:00,1552991790436
183761,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:49:27 | 200 #033[0m|    1.521707ms |       10.4.2.27 |  GET #033[0m    /api/v1/incidents,25466.0,gendpoint,6,2019-03-19T11:49:27.686674+01:00,2019-03-19T11:49:27+01:00,1552992567686
70996,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:19:36+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:19:36 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (11ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=11 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:19:36.873548+01:00,2019-03-19T11:19:36+01:00,1552990776873
128013,named,global,3,10.7.100.3,ns, client 172.16.1.1#47526 (d32-a.sdn.szn.cz): query: d32-a.sdn.szn.cz IN A +T (4.122.55.3),4630.0,named,6,2019-03-19T11:35:10.986344+01:00,2019-03-19T11:35:10+01:00,1552991710986
147450,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:40:30+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:40:30 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:40:30.325778+01:00,2019-03-19T11:40:30+01:00,1552992030325
122865,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:33:42 | 200 #033[0m|    8.555406ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:33:42.435244+01:00,2019-03-19T11:33:42+01:00,1552991622435
122337,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:33:33 | 200 #033[0m|     934.139µs |       10.1.2.27 |  GET #033[0m    /api/v1/incidents,25367.0,gendpoint,6,2019-03-19T11:33:33.141164+01:00,2019-03-19T11:33:33+01:00,1552991613141
18624,NetworkManager,blue-team-5,0,10.7.105.29,monitoring, <info>  [1552989912.9787]   server identifier 10.0.2.1,703.0,NetworkManager,6,2019-03-19T11:05:12.978297+01:00,2019-03-19T11:05:12+01:00,1552989912978
139091,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:38:24 | 200 #033[0m|    3.988965ms |       10.2.2.27 |  GET #033[0m    /api/v1/connection-check,25400.0,gendpoint,6,2019-03-19T11:38:24.231119+01:00,2019-03-19T11:38:24+01:00,1552991904231
138668,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:38:15 | 200 #033[0m|    9.267611ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:38:15.440125+01:00,2019-03-19T11:38:15+01:00,1552991895440
34287,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:09:29+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:09:29 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:09:29.746422+01:00,2019-03-19T11:09:29+01:00,1552990169746
105813,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:29:11+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:29:11 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (6ms)"" clientIP=10.1.2.27 dataLength=2 hostname=global-app latency=6 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:29:11.043552+01:00,2019-03-19T11:29:11+01:00,1552991351043
85381,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:23:40 | 200 #033[0m|    7.971342ms |       10.3.2.27 |  GET #033[0m    /api/v1/units/status,25433.0,gendpoint,6,2019-03-19T11:23:40.915585+01:00,2019-03-19T11:23:40+01:00,1552991020915
57280,NetworkManager,blue-team-4,0,10.7.104.27,ocs, <info>  [1552990555.7478]   server identifier 10.0.2.1,676.0,NetworkManager,6,2019-03-19T11:15:55.746792+01:00,2019-03-19T11:15:55+01:00,1552990555746
164890,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:44:58 | 200 #033[0m|    7.772595ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:44:58.402710+01:00,2019-03-19T11:44:58+01:00,1552992298402
9861,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:02:46+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:02:46 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:02:46.231846+01:00,2019-03-19T11:02:46+01:00,1552989766231
142274,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:39:05 | 200 #033[0m|    3.957567ms |       10.1.2.27 |  GET #033[0m    /api/v1/connection-check,25367.0,gendpoint,6,2019-03-19T11:39:05.286687+01:00,2019-03-19T11:39:05+01:00,1552991945286
159877,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:43:49 | 200 #033[0m|      694.59µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:43:49.103429+01:00,2019-03-19T11:43:49+01:00,1552992229103
159092,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:43:36 | 200 #033[0m|    2.361491ms |       10.0.3.32 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:43:36.085644+01:00,2019-03-19T11:43:36+01:00,1552992216085
177503,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:48:00+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:48:00 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:48:00.170890+01:00,2019-03-19T11:48:00+01:00,1552992480170
31675,postfix,blue-team-5,2,10.7.105.12,mail, lost connection after CONNECT from unknown[10.0.3.32],16756.0,postfix,6,2019-03-19T11:08:50.612626+01:00,2019-03-19T10:09:36+01:00,1552990130612
47410,sudo,blue-team-4,10,10.7.104.45,desktop4, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:13:11.474411+01:00,2019-03-19T11:13:11+01:00,1552990391474
157076,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:43:07+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:43:07 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (13ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=13 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:43:07.339907+01:00,2019-03-19T11:43:07+01:00,1552992187339
61499,CRON,blue-team-2,9,10.7.102.44,desktop3, (root) CMD (   cd / && run-parts --report /etc/cron.hourly),28530.0,CRON,6,2019-03-19T11:17:01.888645+01:00,2019-03-19T11:17:01+01:00,1552990621888
170345,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:46:17 | 200 #033[0m|    2.424558ms |       10.0.3.32 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:46:17.365775+01:00,2019-03-19T11:46:17+01:00,1552992377365
145242,NetworkManager,blue-team-6,0,10.7.106.29,monitoring, <info>  [1552991994.2435] dhcp4 (ens10): state changed unknown -> timeout,706.0,NetworkManager,6,2019-03-19T11:39:54.245649+01:00,2019-03-19T11:39:54+01:00,1552991994245
45237,sudo,blue-team-4,10,10.7.104.45,desktop4,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:12:31.233120+01:00,2019-03-19T11:12:31+01:00,1552990351233
112213,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:30:53 | 200 #033[0m|     8.45461ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:30:53.762928+01:00,2019-03-19T11:30:53+01:00,1552991453762
67773,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:18:40+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:18:40 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:18:40.662069+01:00,2019-03-19T11:18:40+01:00,1552990720662
104754,apache-dmz-mail,blue-team-2,16,10.7.102.12,mail," 10.0.3.32 - - [19/Mar/2019:10:29:24 +0100] 10.0.1.12 ""GET / HTTP/1.1"" 200 - ""-"" ""-"" 72 80",,apache-dmz-mail,6,2019-03-19T11:28:52.921639+01:00,2019-03-19T10:29:26+01:00,1552991332921
168871,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:45:54 | 200 #033[0m|    3.760225ms |       10.4.2.27 |  GET #033[0m    /api/v1/connection-check,25466.0,gendpoint,6,2019-03-19T11:45:54.824909+01:00,2019-03-19T11:45:54+01:00,1552992354824
55801,sudo,blue-team-4,10,10.7.104.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -sU -Pn -p 53 10.0.2.22,,sudo,5,2019-03-19T11:15:30.449748+01:00,2019-03-19T11:15:30+01:00,1552990530449
181077,systemd,blue-team-2,3,10.7.102.13,dns, Started Network Manager Script Dispatcher Service.,,systemd,6,2019-03-19T11:48:48.096185+01:00,2019-03-19T10:49:22+01:00,1552992528096
8329,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:02:22+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:02:22 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:02:22.947213+01:00,2019-03-19T11:02:22+01:00,1552989742947
39661,apache-dmz-mail,blue-team-6,16,10.7.106.12,mail," 10.0.3.32 - - [19/Mar/2019:10:11:43 +0100] 10.0.1.12 ""GET / HTTP/1.1"" 200 - ""-"" ""-"" 69 80",,apache-dmz-mail,6,2019-03-19T11:11:03.218741+01:00,2019-03-19T10:11:47+01:00,1552990263218
76173,postfix,blue-team-6,2,10.7.106.12,mail, warning: cannot get RSA certificate from file /etc/ssl/certs/ssl-mail.pem: disabling TLS support,14811.0,postfix,4,2019-03-19T11:21:01.102740+01:00,2019-03-19T10:21:45+01:00,1552990861102
44070,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:12:15 | 200 #033[0m|     853.858µs |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:12:15.167735+01:00,2019-03-19T11:12:15+01:00,1552990335167
119791,apache-global-web,global,16,10.7.100.2,global-web," ::1 - - [19/Mar/2019:11:32:55 +0100] - ""OPTIONS * HTTP/1.0"" 200 126 ""-"" ""Apache/2.4.18 (Ubuntu) OpenSSL/1.0.2g (internal dummy connection)"" 0 80",,apache-global-web,6,2019-03-19T11:32:55.853384+01:00,2019-03-19T11:32:55+01:00,1552991575853
83805,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:23:10 | 200 #033[0m|  191.786451ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:23:10.338125+01:00,2019-03-19T11:23:10+01:00,1552990990338
121715,sudo,blue-team-1,10,10.7.101.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 389 10.0.2.22,,sudo,5,2019-03-19T11:33:26.384437+01:00,2019-03-19T11:33:26+01:00,1552991606384
